product,name,description,flowerydescription,availability,sku,price
nitrile-cord-45cm-white-gold,Nitrile Cord-45cm,"Paspaley classic nitrile cord with 750 white gold key ends, 5mm wide, length 45cm.A must-have accessory, this nitrile cord is perfectly finished with white gold key ends and can be worn with a single pearl for a smart casual look.",NA,NA,C00C50W5045,$470.00
odyssey-fine-ceramic-ring,Odyssey Fine Ceramic Ring,"Paspaley Australian South Sea pearl ring featuring one, 11mm round pearl set in 750 white gold and black fine ceramic with white diamonds. Ring size 52, note this ring can not be resized. Contact the Personal Shopper for other size options.Set to become a Paspaley design icon. The bold use of mineral based black fine ceramic and playful design achieves everyday durability with a luxurious look and sensuous feel.",NA,NA,S12R03WPR11,"$2,980.00"
odyssey-ring,Odyssey Ring,"Paspaley Australian South Sea pearl ring featuring one, 11mm round pearl set in 750 yellow gold with white diamonds. Ring size 52, this ring can not be resized. Contact the Personal Shopper for other size options.Set to become a Paspaley design icon. This playful ring glides right on, as the perfect round pearl rolls over the skin diamonds catch the sunlight.",NA,NA,S12R02YPR11,"$4,180.00"
odyssey-swap-yellow-gold,Odyssey Swap,Paspaley Australian South Sea pearl clasp featuring one 13mm round pearl set in 750 yellow gold with white diamonds.The perfect symmetry of a single round pearl worn with an interchangeable nitrile chord or cascade will instantly transform a casual look to express perfectionist style. Nitrile chord and cascades available separately.,NA,NA,S12L04YPR13,"$3,980.00"
odyssey-swap,Odyssey Swap,Paspaley Australian South Sea pearl clasp featuring one 13mm round pearl set in 750 yellow gold with white diamonds.The perfect symmetry of a single round pearl worn with an interchangeable nitrile chord or cascade will instantly transform a casual look to express perfectionist style. Nitrile chord and cascades available separately.,NA,NA,S12L04YPR13,"$3,980.00"
omega-chain-42cm-white-gold,Omega Chain-42cm,"Paspaley classic omega chain in 750 white gold, 1.5mm wide, length 42cm.This ridged white gold omega chain can be worn alone or with your favourite pearl pendant for a modern touch.",NA,NA,C00C70W1542,"$1,210.00"
omega-chain-42cm-yellow-gold,Omega Chain-42cm,"Paspaley classic omega chain in 750 yellow gold, 1.5mm wide, length 42cm.This ridged yellow gold omega chain can be worn alone or with your favourite pearl pendant for a modern touch.",NA,NA,C00C70Y1542,"$1,210.00"
omega-chain-45cm-white-gold,Omega Chain-45cm,"Paspaley classic omega chain in 750 white gold, 1.5mm wide, length 45cm.This ridged white gold omega chain can be worn alone or with your favourite pearl pendant for a modern touch.",NA,NA,C00C70W1545,"$1,270.00"
omega-chain-45cm-yellow-gold,Omega Chain-45cm,"Paspaley classic omega chain in 750 yellow gold, 1.5mm wide, length 45cm.This ridged yellow gold omega chain can be worn alone or with your favourite pearl pendant for a modern touch.",NA,NA,C00C70Y1545,"$1,270.00"
oval-pearl-strand,Oval Pearl Strand,"Paspaley Australian South Sea pearl strand featuring thirty-eight 10-13mm oval pearls. 45cm choker length strand identified by the Paspaley Strand Signature, a brilliant cut diamond set seamlessly in the end pearl.  GIA certificate available.The ultimate expression of femininity, the soft lines of a meticulously matched oval strand radiate romantic allure. A unique clasp mechanism enables you to instantaneously personalise this strand with any one of Paspaley's jewelled interchangeable clasps.",NA,NA,SCPO1013015,"Starting from 
          
            .rows-of-two .righty{
              width: 100%; margin-top: 15px;
            }
          
          
           $34,800.00"
palais-earrings-rose-gold,Palais Earrings,"Paspaley Australian South Sea pearl earrings featuring two 13-14mm triangle pearls set in 750 rose gold.Make a sophisticated statement. Gorgeous rose-hued gold with classical elements and contemporary sensibility, tends towards clean minimalism.",NA,NA,C00E51RPT13,"$3,180.00"
paradis-bracelet-white-gold,Paradis Bracelet,"Paspaley Australian South Sea pearl bracelet featuring three 10mm round pearls set in 750 white gold with thirty-three white diamonds, total 0.34 carats.Inspired by soft flower petals in a summer paradise, this delicate bracelet gracefully encircles the wrist. A beautiful gift for the elegantly stylish woman.",NA,NA,J07B01WPR10,"$7,280.00"
paradis-bracelet-yellow-gold,Paradis Bracelet,"Paspaley Australian South Sea pearl bracelet featuring three 10mm round pearls set in 750 yellow gold with thirty-three white diamonds, total 0.34 carats.Inspired by soft flower petals in a summer paradise, this delicate bracelet gracefully encircles the wrist. A beautiful gift for the elegantly stylish woman.",NA,NA,J07B01YPR10,"$7,280.00"
paspaley-gift-certificate-1000,Paspaley Gift Certificate $1000,"Paspaley Gift Certificate $1000Gift the world's most beautiful pearls to celebrate those special occasions in life. Allow your loved one to select their own special piece of Paspaley jewellery. Paspaley Gift Certificates available in $500 and $1,000 denominations, redeemable online and in-store across Australia.",NA,NA,RETGC1000,"$1,000.00"
paspaley-gift-certificate-500,Paspaley Gift Certificate $500,"Paspaley Gift Certificate $500Gift the world's most beautiful pearls to celebrate those special occasions in life. Allow your loved one to select their own special piece of Paspaley jewellery. Paspaley Gift Certificates available in $500 and $1,000 denominations, redeemable online and in-store across Australia.",NA,NA,RETGC0500,$500.00
pave-cherish-necklace-white-gold,Pavé Cherish Necklace,Paspaley Australian South Sea pearl necklace featuring one 12mm Round Pearl set in 750 white gold with white diamonds.The enchaining luminosity of the pearl is accentuated by the pavé diamond frosting. This youthful design is perfect for night or day. Chain included.,NA,NA,C11N01WPR12,"$4,350.00"
pave-cherish-necklace,Pavé Cherish Necklace,Paspaley Australian South Sea pearl necklace featuring one 12mm Round Pearl set in 750 yellow gold with white diamonds.The enchaining luminosity of the pearl is accentuated by the pavé diamond frosting. This youthful design is perfect for night or day. Chain included.,NA,NA,C11N01YPR12,"$4,350.00"
pave-cherish-ring-white-gold,Pavé Cherish Ring,"Paspaley Australian South Sea pearl ring featuring one 10mm round pearl set in 750 white gold with forty white diamonds, total 0.20 carats.The epitome of elegance and the perfect finishing touch to any outfit, a single round pearl is framed by petals of glistening white diamonds. Ring size 55, resize options available.",NA,NA,C11R08WPR10,"$3,980.00"
pave-cherish-ring-yellow-gold,Pavé Cherish Ring,"Paspaley Australian South Sea pearl ring featuring one 10mm round pearl set in 750 yellow gold with forty white diamonds, total 0.20 carats.The epitome of elegance and the perfect finishing touch to any outfit, a single round pearl is framed by petals of glistening white diamonds. Ring size 55, resize options available.",NA,NA,C11R08YPR10,"$3,980.00"
pave-duet-pendant,Pavé Duet Pendant,"Paspaley Australian South Sea pearl pendant featuring one 13mm oval pearl set in 750 yellow and white gold with white diamonds. Chain available separately.Dual tones teamed with pavé set diamonds create a timeless design that will suit your existing jewellery wardrobe, be it white, yellow or both.",NA,NA,C00P30YPO13,"$3,180.00"
pave-horse-shoe-earrings-oval-white-gold,Pavé Horse Shoe Earrings - Oval,"Paspaley Australian South Sea pearl earrings featuring two 13mm oval pearls set in 750 white gold with seventy-six white diamonds, total 0.629 carats.The 'must have' earrings for your jewellery collection. These versatile jewels can transform your outfit from day to night with the option to remove the soft oval pearls for a simple sparkling hoop.",NA,NA,C00E33WPO13,"$7,680.00"
pave-horse-shoe-earrings-oval-yellow-gold,Pavé Horse Shoe Earrings - Oval,"Paspaley Australian South Sea pearl earrings featuring two 13mm oval pearls set in 750 yellow gold with seventy-six white diamonds, total 0.629 carats.The 'must have' earrings for your jewellery collection. These versatile jewels can transform your outfit from day to night with the option to remove the soft oval pearls for a simple sparkling hoop.",NA,NA,C00E33YPO13,"$7,680.00"
pave-horse-shoe-earrings-round-white-gold,Pavé Horse Shoe Earrings - Round,"Paspaley Australian South Sea pearl earrings featuring two 13mm round pearls set in 750 white gold with seventy-six white diamonds, total 0.629 carats.The 'must have' earrings for your jewellery collection. These versatile jewels can transform your outfit from day to night with the option to remove the perfect round pearls for a simple sparkling hoop.",NA,NA,C00E33WPR13,"$9,880.00"
pave-horse-shoe-earrings-round-yellow-gold,Pavé Horse Shoe Earrings - Round,"Paspaley Australian South Sea pearl earrings featuring two 13mm round pearls set in 750 yellow gold with seventy-six white diamonds, total 0.629 carats.The 'must have' earrings for your jewellery collection. These versatile jewels can transform your outfit from day to night with the option to remove the perfect round pearls for a simple sparkling hoop.",NA,NA,C00E33YPR13,"$9,880.00"
pearl-shell-pendant-white-gold,Pearl Shell Pendant,"Paspaley pendant in 750 white gold. Chain available separately.Stacked with a pearl pendant or simply worn on its own, this iconic charm pendant pays homage to the beautiful Australian Mother of Pearl Shell from which all Paspaley pearls are created.",NA,NA,C12P34W,$450.00
pearl-shell-pendant-yellow-gold,Pearl Shell Pendant,"Paspaley pendant in 750 yellow gold. Chain available separately.Stacked with a pearl pendant or simply worn on its own, this iconic charm pendant pays homage to the beautiful Australian Mother of Pearl Shell from which all Paspaley pearls are created.",NA,NA,C12P34Y,$450.00
pearls-my-way-black-diamond-horseshoe-clips,Pearls My Way Black Diamond Horseshoe Clips,Pearls My Way Inverted Horseshoe Earrings in 750 White Gold with fifty-eight Black Diamonds (0.79ct).Introducing Pearls My Way. Tailor your look by choosing your preferred Australian South Sea pearls and earring hooks in your favourite shade of gold. Add some colour to your earrings with a variety of precious gemstones including rubies and diamonds. Prefer to create your own Pearls My Way earrings? Contact Personal Shopper or visit your nearest boutique. Personal Shopper Recommendation:,NA,NA,C16E13W,"$4,680.00"
pearls-my-way-earrings-circle-white-gold,Pearls My Way Earrings,"Pearls My Way Regular Horseshoe Earrings in 750 White Gold combined with 2, 10mm Circle Australian South Sea Pearls and 6 white Diamonds (0.02ct)Introducing Pearls My Way. Tailor your look by choosing your preferred Australian South Sea pearls and earring hooks in your favourite shade of gold. Add some colour to your earrings with a variety of precious gemstones including rubies and diamonds. Prefer to create your own Pearls My Way earrings? Contact Personal Shopper or visit your nearest boutique. Personal Shopper Recommendation:",NA,NA,DC16E02WPC10,"$2,430.00"
pearls-my-way-earrings-circle-yellow-gold,Pearls My Way Earrings,"Pearls My Way Regular Horseshoe Earrings in 750 Yellow Gold combined with two, 10mm Circle Australian South Sea Pearls and six white diamonds (0.02ct)Introducing Pearls My Way. Tailor your look by choosing your preferred Australian South Sea pearls and earring hooks in your favourite shade of gold. Add some colour to your earrings with a variety of precious gemstones including rubies and diamonds. Prefer to create your own Pearls My Way earrings? Contact the Personal Shopper or visit your nearest boutique. Personal Shopper Recommendation:",NA,NA,DC16E02YPC10,"$2,430.00"
pearls-my-way-earrings-oval-white-gold,Pearls My Way Earrings,"Pearls My Way Regular Horseshoe Earrings in 750 White Gold combined with two, 10mm Oval Australian South Sea Pearls and twelve White Diamonds (0.04ct).Introducing Pearls My Way. Tailor your look by choosing your preferred Australian South Sea pearls and earring hooks in your favourite shade of gold. Add some colour to your earrings with a variety of precious gemstones including rubies and diamonds. Prefer to create your own Pearls My Way earrings? Contact Personal Shopper or visit your nearest boutique. Personal Shopper Recommendation:",NA,NA,DC16E02WPO10,"$3,780.00"
pearls-my-way-earrings-oval-yellow-gold,Pearls My Way Earrings,"Pearls My Way Regular Horseshoe Earrings in 750 Yellow Gold combined with two, 10mm Oval Australian South Sea Pearls and twelve White Diamonds (0.04ct)Introducing Pearls My Way. Tailor your look by choosing your preferred Australian South Sea pearls and earring hooks in your favourite shade of gold. Add some colour to your earrings with a variety of precious gemstones including rubies and diamonds. Prefer to create your own Pearls My Way earrings? Contact the Personal Shopper or visit your nearest boutique. Personal Shopper Recommendation:",NA,NA,DC16E02YPO10,"$3,780.00"
pearls-my-way-earrings-white-gold-22,Pearls My Way Earrings,"Pearls My Way Regular Slim Horseshoe Earrings in 750 White Gold with twenty two White Diamonds (0.13ct) combined with Double Loop 750 white gold with two, 14mm Round Australian South Sea Pearls and fifty-six White Diamonds (0.20ct).Introducing Pearls My Way. Tailor your look by choosing your preferred Australian South Sea pearls and earring hooks in your favourite shade of gold. Add some colour to your earrings with a variety of precious gemstones including rubies and diamonds. Prefer to create your own Pearls My Way earrings? Contact Personal Shopper or visit your nearest boutique. Personal Shopper Recommendation:",NA,NA,DC16E04W07PR14,"$14,180.00"
pearls-my-way-earrings-white-gold-black-diamonds,Pearls My Way Earrings,"Pearls My Way Inverted Horseshoe Earrings in 750 White Gold with 58 Black Diamonds (0.79ct) combined with 2, 13mm Oval Australian South Sea Pearls and 12 White Diamonds (0.05ct).Introducing Pearls My Way. Tailor your look by choosing your preferred Australian South Sea pearls and earring hooks in your favourite shade of gold. Add some colour to your earrings with a variety of precious gemstones including rubies and diamonds. Prefer to create your own Pearls My Way earrings? Contact Personal Shopper or visit your nearest boutique. Personal Shopper Recommendation:",NA,NA,DC16E13WPO13,"$7,780.00"
pearls-my-way-earrings-white-gold,Pearls My Way Earrings,"Pearls My Way Regular Slim Horseshoe Earrings in 750White Gold with twenty two White Diamonds (0.13ct) combined with two, 11mm Oval Australian South Sea Pearls and twelve White Diamonds (0.04ct).Introducing Pearls My Way. Tailor your look by choosing your preferred Australian South Sea pearls and earring hooks in your favourite shade of gold. Add some colour to your earrings with a variety of precious gemstones including rubies and diamonds. Prefer to create your own Pearls My Way earrings? Contact Personal Shopper or visit your nearest boutique. Personal Shopper Recommendation:",NA,NA,DC16E04WPO11,"$5,080.00"
pearls-my-way-earrings-yellow-gold-18,Pearls My Way Earrings,"Pearls My Way Regular Wide Horseshoe Earrings in 750 Yellow Gold with eighteen White Diamonds (0.19ct) combined with two, 10mm Round Australian South Sea Pearls and twelve White Diamonds (0.04ct).Introducing Pearls My Way. Tailor your look by choosing your preferred Australian South Sea pearls and earring hooks in your favourite shade of gold. Add some colour to your earrings with a variety of precious gemstones including rubies and diamonds. Prefer to create your own Pearls My Way earrings? Contact Personal Shopper or visit your nearest boutique. Personal Shopper Recommendation:",NA,NA,DC16E05YPR10,"$7,130.00"
pearls-my-way-earrings-yellow-gold-22,Pearls My Way Earrings,"Pearls My Way Regular slim Horseshoe Earrings in 750 Yellow Gold with 22 diamonds (0.13ct) combined with 2, 11mm Oval Australian South Sea pearls and 12 white diamonds (0.04ct)Introducing Pearls My Way. Tailor your look by choosing your preferred Australian South Sea pearls and earring hooks in your favourite shade of gold. Add some colour to your earrings with a variety of precious gemstones including rubies and diamonds. Prefer to create your own Pearls My Way earrings? Contact Personal Shopper or visit your nearest boutique. Personal Shopper Recommendation:",NA,NA,DC16E04YPO11,"$5,080.00"
pearls-my-way-earrings-yellow-gold-rubies,Pearls My Way Earrings,"Pearls My Way Inverted Horseshoe Earrings in 750 yellow gold with fifty-eight Rubies (1.00ct) combined with two, 13mm Oval Australian South Sea Pearls and twelve white Diamonds (0.05ct).Introducing Pearls My Way. Tailor your look by choosing your preferred Australian South Sea pearls and earring hooks in your favourite shade of gold. Add some colour to your earrings with a variety of precious gemstones including rubies and diamonds. Prefer to create your own Pearls My Way earrings? Contact Personal Shopper or visit your nearest boutique. Personal Shopper Recommendation:",NA,NA,DC16E12YPO13,"$7,780.00"
pearls-my-way-pave-horseshoe-clips-white-gold,Pearls My Way Pave Horseshoe Clips,Pearls My Way Pave Horseshoe Earrings in 750 White Gold with sixty White Diamonds (0.60ct)Introducing Pearls My Way. Tailor your look by choosing your preferred Australian South Sea pearls and earring hooks in your favourite shade of gold. Add some colour to your earrings with a variety of precious gemstones including rubies and diamonds. Prefer to create your own Pearls My Way earrings? Contact Personal Shopper or visit your nearest boutique. Personal Shopper Recommendation:,NA,NA,C16E06W,"$4,880.00"
pearls-my-way-pave-horseshoe-clips,Pearls My Way Pave Horseshoe Clips,Pearls My Way Pave Horseshoe Earrings in 750 Yellow Gold with sixty White Diamonds (0.60ct)Introducing Pearls My Way. Tailor your look by choosing your preferred Australian South Sea pearls and earring hooks in your favourite shade of gold. Add some colour to your earrings with a variety of precious gemstones including rubies and diamonds. Prefer to create your own Pearls My Way earrings? Contact Personal Shopper or visit your nearest boutique. Personal Shopper Recommendation:,NA,NA,C16E06Y,"$4,880.00"
petite-bella-pendant-circle-white-gold,Petite Bella Pendant,Paspaley Australian South Sea pearl pendant featuring one 11mm circle pearl set in 750 white gold. Chain available separately.The simplicity of this classic design accentuates the casual nature of the small circle pearl.,NA,NA,C00P05WPC11,$780.00
petite-bella-pendant-circle-yellow-gold,Petite Bella Pendant,Paspaley Australian South Sea pearl pendant featuring one 11mm circle pearl set in 750 yellow gold. Chain available separately.The simple yellow gold setting of this classic pendant lets the unique character of the circle pearl shine through.,NA,NA,C00P05YPC11,$780.00
petite-bella-pendant-oval-white-gold,Petite Bella Pendant,Paspaley Australian South Sea pearl pendant featuring one 11mm oval pearl set in 750 white gold. Chain available separately.The simplicity of this classic design accentuates a small soft oval pearl.,NA,NA,C00P05WPO11,"$1,580.00"
petite-bella-pendant-oval-yellow-gold,Petite Bella Pendant,"Paspaley Australian South Sea pearl pendant featuring one 11mm oval pearl set in 750 yellow gold. Chain available separately.A petite bale set upon an oval pearl makes for a casual and classic piece, accentuating the natural beauty of the pearl.",NA,NA,C00P05YPO11,"$1,580.00"
petite-circle-pearl-strand,Petite Circle Pearl Strand,"Paspaley Australian South Sea pearl strand featuring thirty-eight 10-11mm circle pearls. 43.5cm princess length strand identified by the Paspaley Strand Signature, a brilliant cut diamond set seamlessly in the end pearl. GIA certificate available.The ultimate expression of femininity, this unique circle strand shows a woman's individuality. A unique clasp mechanism enables you to instantaneously personalise this strand with any one of Paspaley's jewelled interchangeable clasps.",NA,NA,SCPC1011073,"Starting from 
          
            .rows-of-two .righty{
              width: 100%; margin-top: 15px;
            }
          
          
           $7,980.00"
petite-pod-pendant,Petite Pod Pendant,"Paspaley Australian South Sea pearl pendant featuring one, 12mm oval/drop pearl set in 750 yellow gold with white diamonds. Chain available separately.Simplicity is key with this 'wear anywhere, with anything' design. Warm gold hues accentuate the pearls soft glow, while subtle diamond ascents, embody the magnificent craftsmanship.",NA,NA,S12P05YPO12,"$2,150.00"
petite-pod-swirl-pendant,Petite Pod Swirl Pendant,"Paspaley Australian South Sea pearl pendant featuring one, 12mm oval/drop pearl set in 750 yellow gold with white diamonds. Chain available separately.Style to be treasured forever. A swirl of sparkling diamonds on mirror-like warm gold enhances the understated luminosity of the pearl.",NA,NA,S12P03YPO12,"$3,450.00"
petite-round-pearl-strand,Petite Round Pearl Strand,"Paspaley Australian South Sea pearl strand featuring thirty-eight 11-12mm round pearls. 43.5cm choker length strand identified by the Paspaley Strand Signature, a brilliant cut diamond set seamlessly in the end pearl.  GIA certificate available.The traditional appeal and beautiful symmetry of a meticulously matched perfect round pearl strand is the eternal foundation of any fine jewellery collection. A unique clasp mechanism enables you to instantaneously personalise this strand with any one of Paspaley's jewelled interchangeable clasps.",NA,NA,SCPR1112023,"Starting from 
          
            .rows-of-two .righty{
              width: 100%; margin-top: 15px;
            }
          
          
           $39,800.00"
pod-bracelet,Pod Bracelet,"Paspaley Australian South Sea pearl bracelet featuring three, 11mm oval/drop pearls set in 750 yellow gold with white diamonds.Not just visually beautiful but beautifully wearable. Natural movement of the wrist twists to show hints of hidden diamonds around the luscious oval pearls.",NA,NA,S12B04YPO11,"$7,280.00"
pod-fine-ceramic-earrings,Pod Fine Ceramic Earrings,"Paspaley Australian South Sea pearl earrings featuring two, 12mm oval/drop pearls set in 750 white gold and fine black ceramic with white diamonds.Be the epitome of urban chic with these seductive earrings. A design of contrast, the pod mimics the feminine shape of the lustrous pearl while the intensity of contrasting black adds an urban edge.",NA,NA,S12E09WPO12,"$3,880.00"
pod-pendant,Pod Pendant,"Paspaley Australian South Sea pearl pendant featuring one, 15mm oval/drop pearl set in 750 yellow gold with white diamonds. Chain available separately.Simplicity is key with this 'wear anywhere, with anything' design. Warm gold hues accentuate the pearls soft glow, while subtle diamond accents, embody the magnificent craftsmanship.",NA,NA,S12P06YPO15,"$4,250.00"
pod-swirl-clasp,Pod Swirl Clasp,"Paspaley clasp set in 750 yellow gold with ninety six white diamonds, total 0.98 carats.Add a little length and a lot of sparkle to your strand. Unlike a traditional clasp a Diamond Swirl Pod clasp can be worn alongside a pearl clasp or can be stacked in endless combinations using strands cascades and nitriles.",NA,NA,S12L05Y,"$5,980.00"
pod-swirl-earrings,Pod Swirl Earrings,"Paspaley Australian South Sea pearl earrings featuring two 12mm oval/drop pearls set in 750 yellow gold with eighty white diamonds, total 0.77 carats.The enduring elegance of warm radiant gold and spiralling diamonds on these earrings will make an exquisite addition to any jewellery box.",NA,NA,S12E04YPO12,"$7,280.00"
pod-swirl-pendant,Pod Swirl Pendant,"Paspaley Australian South Sea pearl pendant featuring one, 15mm oval/drop pearl set in 750 yellow gold with twenty nine white diamonds, total 0.28 carats. Chain available separately.Style to be treasured forever. A swirl of sparkling diamonds on mirror-like warm gold enhances the understated luminosity of the pearl.",NA,NA,S12P04YPO15,"$6,250.00"
rockpool-clasp-white-gold,Rockpool Clasp White Gold,"Clasp in White Gold and 504 White Diamonds.
Featuring pave set diamonds, create a unique look for your strand with this clasp.
Strand sold separately",NA,NA,X17L10W,"$26,800.00"
rockpool-clasp-yellow-gold,Rockpool Clasp Yellow Gold,"Clasp in Yellow Gold and 504 White Diamonds.
Featuring pave set diamonds, create a unique look for your strand with this clasp.",NA,NA,X17L10Y,"$26,800.00"
rockpool-keshi-cluster-earrings,Rockpool Keshi Cluster Earrings,"Earrings in Platinum with two, 6mm Keshi Baroque Australian South Sea Pearls and two White Diamonds.
These earrings feature keshi pearls - an exceptionally rare type of pearl, with only a small quantity discovered each year. The triple keshi pearl studs boast a rare trillion cut diamond in the centre. Please contact our Personal Shopper for more details.",NA,NA,X17E13PKQ06,"$12,800.00"
rockpool-long-chain-white-gold,Rockpool Long Chain White Gold,"Chain in White Gold with 20, 5mm Keshi Baroque Australian South Sea Pearls and 18 White Diamonds.
This stunning chain features exceptionally rare keshi pearls. Rockpool pendants can be playfully added to create a unique look. Pendant sold separately.",NA,NA,X17C10WKQ05,"$9,880.00"
rockpool-paraiba-collier,Rockpool Paraiba Collier,"Unique Collier in Platinum with 110, 5-11mm Keshi Baroque Australian South Sea Pearls, 15 Paraiba Tourmalines and 521 White Diamonds.
This collier features some of the rarest Paspaley gem-quality keshi pearls. Only a small quantity of keshi pearls of this size and quality are discovered each year. Combined with one of the rarest gemstones on the planet, the unique colour of Paraiba tourmalines reflects the pristine blue waters of the Kimberley coastline. Each pearl is set with the ability to quiver and rest softly on the body. Please contact our Personal Shopper to discover more.",NA,NA,X17N10PKQ11,"$388,000.00"
rockpool-paraiba-cuff,Rockpool Paraiba Cuff,"Unique Bracelet in Platinum with fourty-eight, 5-11mm Keshi Baroque Australian South Sea Pearls, nine Paraiba Tourmaline and 271 White Diamonds.
This design features some of the rarest Paspaley gem-quality keshi pearls. Only a small quantity of keshi pearls of this size and quality are discovered each year. Combined with one of the rarest gemstones on the planet, the unique colour of Paraiba tourmalines reflects the pristine blue waters of the Kimberley coastline.
Please contact our Personal Shopper for more details.",NA,NA,X17B11PKQ11,"$198,000.00"
rockpool-paraiba-earrings,Rockpool Paraiba Earrings,"Earrings in Platinum with 14, 7-9mm Keshi Baroque Australian South Sea Pearls, 2 Paraiba Tourmalines (7.86ct) and 197 White Diamonds.
Featuring some of the rarest Paspaley gem-quality keshi pearls. Only a small quantity of keshi pearls of this size and quality are discovered each year. This cuff features one of the rarest gemstones on the planet, the unique colour of Paraiba tourmalines reflects the pristine blue waters of the Kimberley coastline.
Please contact our Personal Shopper for more details.",NA,NA,X17E12PKQ09,"$68,800.00"
rockpool-paraiba-ring,Rockpool Paraiba Ring,"Unique Ring in Platinum with six, 7-10mm Keshi Baroque Australian South Sea Pearls, one Paraiba Tourmaline and 50 White Diamonds.
This design features some of the rarest Paspaley gem-quality keshi pearls. Only a small quantity of keshi pearls of this size and quality are discovered each year. Combined with one of the rarest gemstones on the planet, the unique colour of Paraiba tourmalines reflects the pristine blue waters of the Kimberley coastline.
Please contact our Personal Shopper for more details.",NA,NA,X17R11PKQ10,"$36,800.00"
rockpool-pave-shell-earrings-white-gold,Rockpool Pave Shell Earrings White Gold,"Earrings in White Gold with two, 12mm Round Australian South Sea Pearls and 724 White Diamonds.
These earrings feature two perfectly matched, round Paspaley pearls, combined with seashells covered in pave-set diamonds that feel like the grains of sand that would naturally cover shells on the beach.",NA,NA,X17E10WPR12,"$29,800.00"
rockpool-pave-shell-earrings-yellow-gold,Rockpool Pave Shell Earrings Yellow Gold,"Earrings in Yellow Gold with two, 12mm Round Australian South Sea Pearls and 724 White Diamonds.
These earrings feature two perfectly matched, round Paspaley pearls, combined with seashells covered in pave-set diamonds that feel like the grains of sand that would naturally cover shells on the beach.",NA,NA,X17E10YPR12,"$29,800.00"
rockpool-pendant-white-gold,Rockpool Pendant White Gold,"Pendant in White Gold, with 6mm Keshi Baroque Australian South Sea Pearl and 122 White Diamonds and Mother-of-Pearl. 
This piece incorporates hand-carved mother-of-pearl from the very shells that grow Paspaley pearls. The three-dimensional clam shells can open and close, to be worn on variety of chain styles we’ve created especially for this collection. A rare Paspaley keshi pearl is suspended from the edge of the shell. Chain sold separately.",NA,NA,X17P11WKQ06,"$8,980.00"
rockpool-pendant-yellow-gold,Rockpool Pendant Yellow Gold,"Pendant in Yellow Gold, with 6mm Keshi Baroque Australian South Sea Pearl and 122 White Diamonds and Mother-of-Pearl.
This piece incorporates hand-carved mother-of-pearl from the very shells that grow Paspaley pearls. The three-dimensional clam shells can open and close, to be worn on variety of chain styles we’ve created especially for this collection. A rare Paspaley keshi pearl is suspended from the edge of the shell. Chain sold separately.",NA,NA,X17P11YKQ06,"$8,980.00"
rockpool-petite-pendant-white-gold,Rockpool Petite Pendant White Gold,"Pendant in White Gold with Mother-of-Pearl and 91 White Diamonds.
This piece incorporates hand-carved mother-of-pearl from the very shells that grow Paspaley pearls. The three-dimensional clam shells can open and close, to be worn on variety of chain styles we’ve created especially for this collection. Chain sold separately.",NA,NA,X17P10W,"$6,880.00"
rockpool-petite-pendant-yellow-gold,Rockpool Petite Pendant Yellow Gold,"Pendant in Yellow Gold with Mother-of-Pearl and 91 White Diamonds.
This piece incorporates hand-carved mother-of-pearl from the very shells that grow Paspaley pearls. The three-dimensional clam shells can open and close, to be worn on variety of chains styles we’ve created especially for this collection. Chain sold separately.",NA,NA,X17P10Y,"$6,880.00"
rockpool-ring-white-gold-52,Rockpool Ring White Gold 52,"Ring in White Gold, with 11mm Round Australian South Sea Pearl and 112 White Diamonds.
A single, luminous Paspaley pearl is sits atop a stunning band, set with pave diamonds.",NA,NA,X17R10WPR1152,"$7,680.00"
rockpool-ring-white-gold-54,Rockpool Ring White Gold 54,"Ring in White Gold, with 11mm Round Australian South Sea Pearl and 112 White Diamonds.
A single, luminous Paspaley pearl is sits atop a stunning band, set with pave diamonds.",NA,NA,X17R10WPR1154,"$7,680.00"
rockpool-ring-white-gold-56,Rockpool Ring White Gold 56,"Ring in White Gold, with 11mm Round Australian South Sea Pearl and 112 White Diamonds.
A single, luminous Paspaley pearl is sits atop a stunning band, set with pave diamonds.",NA,NA,X17R10WPR1156,"$7,680.00"
rockpool-ring-yellow-gold-54,Rockpool Ring Yellow Gold 54,"Ring in Yellow Gold, with 11mm Round Australian South Sea Pearl and 112 White Diamonds.
A single, luminous Paspaley pearl is sits atop a stunning band, set with pave diamonds.",NA,NA,X17R10YPR1154,"$7,680.00"
rockpool-ring-yellow-gold-56,Rockpool Ring Yellow Gold 56,"Ring in Yellow Gold, with 11mm Round Australian South Sea Pearl and 112 White Diamonds .A single, luminous Paspaley pearl is sits atop a stunning band, set with pave diamonds.",NA,NA,X17R10YPR1156,"$7,680.00"
rockpool-short-chain-white-gold,Rockpool Short Chain White Gold,"Chain in White Gold with 10, 5mm Keshi Baroque Australian South Sea Pearls and 12 White Diamonds .This stunning chain features exceptionally rare keshi pearls. Rockpool pendants can be playfully added to create a unique look. Pendant sold separately.",NA,NA,X17C11WKQ05,"$6,880.00"
